"ID","COMP1","COMP2","HVTYPE","KIJSRK","KIJTSRK","KIJTType","KIJPR","KIJTPR","KIJPCSAFT","HVALPHA","HVGIJ","HVGJI","CalcWij","W1","W2","W3","WSTYPE","KIJWS","NRTLALPHA","NRTLGIJ","NRTLGJI","GIJVISC","HVGIJT","HVGJIT","WSGIJT","WSGJIT","cpakij_SRK","cpakijT_SRK","cpakijx_SRK","cpakjix_SRK","cpakij_PR","KIJWSunifac","aijDesMath","bijDesMath","cpaAssosiationType","cpaBetaCross","cpaEpsCross"
7016,"HCOOK                                             ","ethane                                            ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7017,"HCOOCs                                            ","ethane                                            ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7018,"helium                                            ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7019,"hydrogen                                          ","ethane                                            ","Classic                                           ",0.03,0.00,0,0.03,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0,0.00,0.00
7020,"nitrogen                                          ","ethane                                            ","Classic                                           ",0.03,0.00,0,0.03,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0,0.00,0.00
7021,"Ar                                                ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7022,"oxygen                                            ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7023,"CO2                                               ","ethane                                            ","Classic                                           ",0.13,0.00,0,0.12,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0,0.00,0.00
7024,"H2S                                               ","ethane                                            ","Classic                                           ",0.08,0.00,0,0.07,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0,0.00,0.00
7025,"propane                                           ","ethane                                            ","Classic                                           ",1.85286e-03,0.00,0,1.85286e-03,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85286e-03,0.00,1.85286e-03,1.85286e-03,1.85286e-03,0.00,0.00,0.00,0,0.00,0.00
7026,"c-propane                                         ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7027,"i-butane                                          ","ethane                                            ","Classic                                           ",5.11365e-03,0.00,0,5.11365e-03,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7028,"n-butane                                          ","ethane                                            ","Classic                                           ",4.64288e-03,0.00,0,4.64288e-03,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7029,"2,2-diom C3                                       ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7030,"c-C4                                              ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7031,"i-pentane                                         ","ethane                                            ","Classic                                           ",7.91956e-03,0.00,0,7.91956e-03,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7032,"n-pentane                                         ","ethane                                            ","Classic                                           ",8.11359e-03,0.00,0,8.11359e-03,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7033,"c-pentane                                         ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7034,"2,2-dim-C4                                        ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7035,"2,3-dimC4                                         ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7036,"2-m-C5                                            ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7037,"3-m-C5                                            ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7038,"n-hexane                                          ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7040,"m-c-C5                                            ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7041,"benzene                                           ","ethane                                            ","Classic                                           ",0.02,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7042,"c-hexane                                          ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7043,"223-tm-C4                                         ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7044,"3,3-dim-C5                                        ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7045,"n-heptane","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7046,"m-c-C6                                            ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7047,"et-c-C5                                           ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7048,"toluene                                           ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7049,"c-c7                                              ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7050,"11-dm-c-C6                                        ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7051,"c-c8                                              ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7052,"c-12-dmcC6                                        ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7053,"et-benzene                                        ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7054,"MDEA+                                             ","ethane                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
